Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Coherence,Condition,Training
1,1,1,3,0.295977918000062,0.266698934000033,0.06,0,0
1,2,2,3,0.223981481999999,0.166584240000248,0.05,0,0
1,1,1,3,0.755363372999909,0.195683561999886,0.05,0,0
1,2,1,3,0.404045747000055,0.195040625999809,0.04,0,0
1,1,1,3,0.323278807999941,0.21372267300012,0.05,0,0
1,2,1,3,0.0290875089999645,0.170912203000171,0.05,0,0
1,1,1,3,0.244209593000051,0.217133459999786,0.06,0,0
1,2,2,3,0.26845004200004,0.256762024000182,0.06,0,0
1,1,1,3,0.278111875000377,0.15383315400004,0.05,0,0
1,2,2,3,0.235542890000033,0.193233308000345,0.05,0,0
1,1,1,3,0.297679629999948,0.236886826000045,0.04,0,0
1,2,2,3,0.262710495000192,0.155097919000127,0.04,0,0
1,1,1,3,0.332757465999748,0.238635827000053,0.03,0,0
1,2,2,3,0.448940074999882,0.253753148000214,0.03,0,0
1,2,2,3,0.307687655999871,0.230702087000282,0.02,0,0
1,2,1,3,0.137627917999907,0.227389096000024,0.02,0,0
1,1,2,3,0.00256264299969189,0.241794682000091,0.03,0,0
1,1,1,3,0.203982597000049,0.274944892999883,0.04,0,0
1,2,2,3,0.244211492999966,0.15310729399971,0.04,0,0
1,1,2,3,0.000129447999825061,0.513861863999864,0.03,0,0
1,1,2,3,0.261187155000243,0.137615556000128,0.04,0,0
1,1,1,3,0.275780039999972,0.215200429999641,0.05,0,0
1,2,1,3,0.155151273000229,0.292337439999756,0.05,0,0
1,1,2,3,0.208491154000058,0.119655821000379,0.06,0,0
1,1,1,2,0.274533400000109,0.390695448000315,0.07,0,0
1,1,1,3,0.454843186999824,0.275627246000113,0.07,0,0
1,2,2,3,0.336559684999884,0.209971855999811,0.06,0,0
1,1,2,3,0.481682875000388,0.253074854999795,0.06,0,0
1,1,1,4,0.282800973000121,0.174248158999944,0.07,0,0
1,2,2,4,0.0753660079999463,0.231293254999855,0.07,0,0
1,1,1,4,0.198115291999784,0.205319896999754,0.06,0,0
1,2,2,4,0.30877442200017,0.215739219999705,0.06,0,0
1,1,1,4,0.313456672000029,0.15574069000013,0.04,1,0
1,1,2,4,0.325133454000024,0.16658218800012,0.04,1,0
1,1,1,4,0.263804846000312,0.17218594499991,0.06,1,0
1,1,1,4,0.233097503999943,0.190763171000071,0.06,1,0
1,2,2,3,0.318934711000111,0.225294395000219,0.05,1,0
1,1,1,3,0.176432183000088,0.152082386000075,0.05,1,0
1,2,2,3,0.233811616000366,0.287543441000253,0.04,1,0
1,1,1,3,0.291477361000034,0.135283129000072,0.04,1,0
1,1,2,3,0.177248216999942,0.34522617499988,0.03,1,0
1,2,2,3,0.379501890000029,0.171209690000069,0.04,1,0
1,1,1,3,0.231989026000065,0.157859625000128,0.04,1,0
1,1,1,3,0.247731535999719,0.140603428999839,0.03,1,0
1,2,2,3,0.150953366000067,0.144118610000078,0.03,1,0
1,2,1,3,0.246494519000407,0.139554169000348,0.02,1,0
1,2,2,3,0.233776703000331,0.111578336000093,0.03,1,0
1,2,1,3,0.299603646999913,0.158414432999962,0.03,1,0
1,2,1,3,0.26027192499987,0.152612351000244,0.04,1,0
1,2,2,3,0.222560214000168,0.116773337999803,0.05,1,0
1,2,1,3,0.255756808000115,0.100755626000137,0.05,1,0
1,1,2,3,0.00020804300038435,0.083664495999983,0.06,1,0
1,2,2,4,0.0762938210000357,0.168030541999997,0.07,1,0
1,2,2,2,0.381543119000071,0.188859309000236,0.07,1,0
1,1,1,3,0.249036250999779,0.190004009999939,0.06,1,0
1,1,1,4,0.254484084000069,0.211502929999824,0.06,1,0
1,1,1,4,0.555486782000116,0.195973641000364,0.05,1,0
1,1,1,4,0.20064265200017,0.127754193999863,0.05,1,0
1,1,1,4,0.234506997000153,0.144207511999866,0.04,1,0
1,1,1,4,0.234527853000145,0.159985689000223,0.04,1,0
1,1,2,4,0.205735383000047,0.196872312999858,0.03,1,0
1,2,2,3,3.08117601100003,0.537797002999923,0.04,1,0
1,1,1,3,0.275655759000074,0.231204068999887,0.04,1,0
1,2,2,3,0.310253925999859,0.152548712000225,0.03,1,0
1,2,2,3,0.938047267999991,0.131065339000088,0.03,1,0
1,1,1,3,0.27824889600015,0.137682133999988,0.02,1,0
1,1,1,3,0.256423583000014,0.213486743999965,0.02,1,0
1,1,1,3,0.297159768000256,0.17221856399965,0.02,1,0
1,1,1,3,0.356882584999767,0.229899636000027,0.02,1,0
1,2,2,3,0.268750517999706,0.160783534000075,0.02,1,0
1,2,2,3,0.81875376500011,0.160458899999867,0.02,1,0
1,2,1,3,0.265868789999786,0.190175496999927,0.02,1,0
1,2,2,3,0.278540913999677,0.153982352000185,0.03,1,0
1,2,2,3,0.0515778929998305,0.192805582000346,0.03,1,0
1,2,2,3,0.525075483999899,0.183005577000131,0.02,1,0
1,1,1,4,0.255726331999995,0.24470879799992,0.02,1,0
1,2,2,3,0.151026252000065,0.176210372999776,0.02,1,0
1,2,2,4,0.277396040999975,0.168952465000075,0.02,1,0
1,2,1,4,0.206183604999751,0.181360189000316,0.02,1,0
1,1,1,4,0.178156905999913,0.217784874999779,0.03,1,0
1,1,1,4,0.256512692999877,0.181590394000068,0.03,1,0
1,2,2,4,0.230713975000072,0.236270731999866,0.02,1,0
1,2,1,3,3.17380152399983,0.754727780999929,0.05,0,0
1,1,1,3,0.272049938999771,0.244198210000377,0.07,0,0
1,1,2,3,1.33882998199988,0.243371204000141,0.07,0,0
1,1,1,3,0.337714411999968,0.259173027000088,0.09,0,0
1,1,1,3,0.136879905000114,0.194891071999791,0.09,0,0
1,2,2,3,0.595297757000026,0.281681709000168,0.08,0,0
1,2,2,4,0.239005024000107,0.164575650000188,0.08,0,0
1,2,1,4,0.206198679999943,0.213374295999984,0.07,0,0
1,1,1,3,0.26086615999975,0.393378785000095,0.08,0,0
1,2,2,1,0.297462736999933,1.45258131100036,0.08,0,0
1,1,1,2,0.349052132999986,0.397864348999974,0.07,0,0
1,2,1,1,0.202054831999703,0.305160182000236,0.07,0,0
1,2,2,2,0.324460173000261,2.23024374899978,0.08,0,0
1,2,2,2,0.234733937999863,0.336340174999805,0.08,0,0
1,1,1,2,0.118378437000047,0.353030623999985,0.07,0,0
1,2,1,2,0.274153051000212,0.294610754000132,0.07,0,0
1,1,1,2,0.20308576799971,0.162009570000009,0.08,0,0
1,1,1,2,0.259756096999809,0.120111899000221,0.08,0,0
1,1,1,2,0.243155721000221,0.120140297000034,0.07,0,0
1,2,2,3,0.431239105999794,1.6768181729999,0.07,0,0
1,2,1,2,1.27615247699987,0.743474976000016,0.06,0,0
1,1,1,3,0.241033969,1.33484092800018,0.07,0,0
1,1,1,3,0.70364880499983,0.450156190000143,0.07,0,0
1,1,1,3,0.319410679999692,0.273729288000141,0.06,0,0
1,1,1,3,0.398482503000196,0.205469269999867,0.06,0,0
1,2,1,3,0.289321019999988,0.228792310000244,0.05,0,0
1,2,1,3,0.387906914000268,0.291248485999859,0.06,0,0
1,1,1,3,0.439644371999748,0.245121902999927,0.07,0,0
1,1,1,3,0.339499382000213,0.1810074910004,0.07,0,0
1,2,1,3,0.282268042999931,0.142071808999845,0.06,0,0
1,2,1,2,0.252142886000001,0.145347513999695,0.07,0,0
1,1,1,2,0.315344694000032,0.189536444000169,0.08,0,0
1,2,1,2,0.35770704100014,0.198848299000019,0.08,0,0
1,2,1,2,0.575383122999938,0.214727818000028,0.09,0,0
1,1,1,3,0.80200851599966,0.576524327000243,0.1,0,0
1,1,1,3,0.281355162999716,0.220960409999861,0.1,0,0
1,2,2,3,0.336270623000019,0.161912014999871,0.09,0,0
1,1,1,3,0.219263996000336,0.225685637999959,0.09,0,0
1,1,1,3,0.324576269999852,0.246970381999745,0.08,0,0
1,2,2,3,0.241061473999707,0.182807415999832,0.08,0,0
1,2,2,3,0.219353696000326,0.129757693999636,0.07,0,0
1,2,2,3,0.464852995000001,0.124878039000123,0.07,0,0
1,2,2,3,0.255925339999976,0.148822419000226,0.06,0,0
1,2,2,3,0.271293984999829,0.115467694000017,0.06,0,0
1,1,1,3,0.227305469999919,0.200844671000141,0.05,0,0
1,2,2,3,0.29650267299985,0.123639957999785,0.05,0,0
1,1,1,3,0.1662275460003,0.286860688000161,0.04,0,0
1,1,1,3,0.195131684999978,0.170182417999968,0.04,0,0
