Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Accuracy,Trial_in_block
20,1,1,4,1.167,0.517,1,1,12
20,1,1,3,0.984,1.034,1,1,13
20,1,1,4,1.15,0.4,1,1,14
20,1,1,4,1.018,0.434,1,1,15
20,1,1,4,1.134,0.4,1,1,16
20,1,1,4,1.518,0.667,1,1,17
20,1,1,4,1.268,0.934,1,1,18
20,0,0,3,1.118,0.334,2,1,19
20,0,NaN,4,NaN,1.717,2,0,20
20,0,0,4,1.067,0.384,2,1,21
20,0,0,4,1.084,0.5,2,1,22
20,0,0,4,1.034,0.534,2,1,23
20,0,0,4,1.167,0.334,2,1,24
20,0,0,4,1.618,1.5,2,1,25
20,0,0,4,0.967,0.467,2,1,26
20,0,0,4,1.3,0.367,2,1,27
20,0,0,4,1.317,0.833,1,1,28
20,0,1,4,2.134,0.484,1,0,29
20,0,0,4,1.084,0.567,1,1,30
20,0,0,4,1.017,0.45,1,1,31
20,0,0,3,0.967,0.834,1,1,32
20,0,0,4,1.418,0.35,1,1,33
20,0,0,4,1.084,0.6,1,1,34
20,0,0,4,1.134,0.7,1,1,35
20,0,0,4,1.884,0.334,1,1,36
