Subj_idx,Stimulus,Response,Confidence,RT_dec,Error,Condition,Task,Block
1,4,226.9453125,1,2.20469365200097,-42.9453125,0.5,percept,2
1,3,43,4,0.852091933999873,-40,0.5,percept,2
1,40,225.30859375,4,1.50561711200044,-5.30859375000001,1,percept,2
1,117,122.60546875,4,1.63717887300027,-5.60546875000001,1,percept,2
1,33,234.87109375,4,2.34711245000108,-21.87109375,0.5,percept,2
1,139,119.31640625,4,0.90894561100049,19.68359375,1,percept,2
1,53,202.30078125,4,1.96341401000063,30.69921875,0.5,percept,2
1,72,217.1328125,4,0.99422569500075,34.8671875,1,percept,2
1,171,140.01953125,4,1.39330781900026,30.98046875,0.5,percept,2
1,144,139.984375,4,0.986831905000145,4.01562500000001,0.5,percept,2
1,108,324.88671875,4,1.74538257900076,-36.88671875,1,percept,2
1,158,322.984375,4,1.00417370000014,15.015625,0.5,percept,2
1,153,147.8359375,4,0.874553014999947,5.16406250000001,1,percept,2
1,82,245.33984375,4,1.53426717600087,16.66015625,1,percept,2
1,70,70.375,4,2.03414153700032,-0.375000000000002,0.5,percept,2
1,7,71.3671875,2,2.16178959200079,-64.3671875,0.5,percept,2
1,36,55.8125,4,1.03568429400002,-19.8125,0.5,percept,2
1,100,107.58203125,3,1.86843415900057,-7.58203125,1,percept,2
1,157,159.078125,2,1.70110469400061,-2.07812499999999,1,percept,2
1,149,157.8203125,4,2.16748558200015,-8.82031250000001,1,percept,2
1,26,54.671875,3,1.95834838500014,-28.671875,0.5,percept,2
1,47,223.5390625,4,1.79277386900048,3.46093750000003,0.5,percept,2
1,74,258.2421875,4,1.19309609700031,-4.24218750000001,0.5,percept,2
1,122,75,4,1.58020057799968,47,1,percept,2
1,161,330.44921875,4,1.04471413899955,10.55078125,0.5,percept,2
1,178,57.72265625,2,0.987784075000491,-59.72265625,0.5,percept,2
1,54,62.5390625,4,1.48439281300034,-8.53906249999999,1,percept,2
1,21,145.30078125,2,1.50765935300024,55.69921875,1,percept,2
1,75,60.48828125,3,1.25523122499999,14.51171875,0.5,percept,2
1,159,157,3,0.886840947000564,2,0.5,percept,2
1,41,228.28125,4,2.88912548900043,-7.28124999999999,0.5,percept,2
1,170,338,4,0.694284208000681,12,1,percept,2
1,109,314.8359375,2,1.20645871899978,-25.8359375,1,percept,2
1,56,48.2578125,4,1.30048470900056,7.7421875,1,percept,2
1,25,46.48828125,4,0.924077132999628,-21.48828125,0.5,percept,2
1,79,240.8359375,4,1.47500097700049,18.1640625,0.5,percept,2
1,150,133.58203125,4,1.15994035199947,16.41796875,0.5,percept,2
1,71,55.73828125,4,0.852743998000733,15.26171875,0.5,percept,2
1,7,10.75390625,4,1.47932901300101,-3.75390625,1,percept,2
1,29,186.86328125,4,0.997421478999968,22.13671875,1,percept,2
1,51,40.45703125,4,1.57113213400044,10.54296875,1,percept,2
1,43,48.3828125,4,1.18898187600007,-5.3828125,0.5,percept,2
1,44,215.515625,4,2.51871555800062,8.48437500000001,1,percept,2
1,38,226.17578125,4,1.38300193500072,-8.17578124999999,0.5,percept,2
1,70,77.16796875,4,1.45663906400023,-7.16796875,0.5,percept,2
1,46,226.75390625,3,2.12080834100016,-0.753906249999994,1,percept,2
1,77,63.57421875,4,1.45329457299977,13.42578125,0.5,percept,2
1,60,60.45703125,4,1.87853716800055,-0.457031250000006,1,percept,2
1,89,255.8359375,3,1.6736839160003,13.1640625,1,percept,2
1,31,34.96875,3,1.13119301300048,-3.96875,1,percept,2
1,64,76.6953125,2,1.36861755999962,-12.6953125,0.5,percept,2
1,151,324.109375,4,1.72328034299971,6.89062499999998,1,percept,2
1,66,50.1015625,4,1.18168320600034,15.8984375,1,percept,2
1,64,45.3984375,4,1.39354942000045,18.6015625,0.5,percept,2
1,27,23.6796875,4,0.968187901999954,3.3203125,1,percept,2
1,146,131.8515625,4,1.55051682300018,14.1484375,0.5,percept,2
1,19,204.06640625,4,1.70159357700049,-5.06640625,0.5,percept,2
1,17,192.390625,4,1.05932901600045,4.60937500000002,1,percept,2
1,76,288.1015625,4,1.89981254299983,-32.1015625,0.5,percept,2
1,8,24.58203125,3,1.48924015699959,-16.58203125,0.5,percept,2
1,5,200.30078125,4,1.05543067000053,-15.30078125,0.5,percept,2
1,22,212.76953125,4,1.00965713000096,-10.76953125,1,percept,2
1,20,207.32421875,4,0.909096442001101,-7.32421874999999,1,percept,2
1,102,300.375,4,2.04981163000048,-18.375,0.5,percept,2
1,173,3.28125,4,2.66255012800048,-10.28125,1,percept,2
1,113,277.703125,4,1.78095181299977,15.296875,1,percept,2
1,57,239.7109375,4,0.835522380000839,-2.71093749999999,1,percept,2
1,10,193.7109375,4,0.97771521300092,-3.7109375,0.5,percept,2
1,97,280.04296875,4,2.11617308900077,-3.04296875000004,1,percept,2
1,61,42.9921875,4,2.79253356900062,18.0078125,1,percept,2
1,125,300.234375,4,0.870384378000381,4.765625,1,percept,2
1,55,216.46484375,4,4.06853217499975,18.53515625,1,percept,2
1,24,33.33203125,4,1.37588308400063,-9.33203125,1,percept,2
1,142,324.32421875,4,1.37855200700051,-2.32421875000004,0.5,percept,2
1,58,37.17578125,4,1.94229931400059,20.82421875,1,percept,2
1,69,31.35546875,4,0.927311673000986,37.64453125,1,percept,2
1,87,118.2578125,2,4.42733180200048,-31.2578125,0.5,percept,2
1,56,224.35546875,4,1.22748583300017,11.64453125,0.5,percept,2
1,34,35.2421875,4,1.67765224300001,-1.24218749999999,1,percept,2
1,11,214.5390625,4,1.32044227899951,-23.5390625,0.5,percept,2
1,129,127.75390625,3,1.4268746759999,1.24609374999998,0.5,percept,2
1,45,43.63671875,4,2.44423951000044,1.36328125,1,percept,2
1,85,264.32421875,4,1.14550006500031,0.675781250000001,0.5,percept,2
1,104,300.47265625,4,1.56817531900015,-16.47265625,0.5,percept,2
